Citation Number,Date Time Issued,Street Number,Street Name,Cross Street,Charge Code,Charge Description
R7718990,6/13/16 8:35,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7715917,6/13/16 8:40,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718991,6/13/16 8:40,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718992,6/13/16 8:45,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718993,6/13/16 8:55,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718994,6/13/16 9:00,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6775661,6/13/16 9:05,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7715920,6/13/16 9:05,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718995,6/13/16 9:15,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718996,6/13/16 9:20,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718997,6/13/16 9:30,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7718998,6/13/16 9:40,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6775662,6/13/16 9:48,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7121898,6/13/16 11:23,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7121898,6/13/16 11:23,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6811144,6/13/16 11:25,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6811145,6/13/16 11:30,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7121899,6/13/16 11:38,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6811147,6/14/16 7:55,,CAMBRIDGE ST,HUNTING ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775664,6/14/16 8:03,,DOVER ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6429982,6/14/16 8:05,,BRATTLE ST,JFK ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775666,6/14/16 8:20,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R677665,6/14/16 8:20,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6429984,6/14/16 8:35,,BRATTLE ST,JFK ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775667,6/14/16 8:40,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6588253,6/14/16 20:35,,BROADWAY,PROSPECT ST,85/11B,BICYCLE VIOLATION c85 S11B
R6811157,6/15/16 9:00,,BINNEY ST,GALILEI WAY,85/11B,BICYCLE VIOLATION c85 S11B
R6429991,6/15/16 9:56,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6429992,6/15/16 10:11,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6429993,6/15/16 10:16,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7724930,6/16/16 10:43,,BRATTLE ST,STORY ST,85/11B,BICYCLE VIOLATION c85 S11B
R6439461,6/17/16 22:05,,MASSACHUSETTS AVE,NORFOLK ST,85/11B,BICYCLE VIOLATION c85 S11B
R7721618,6/19/16 9:45,,BROADWAY,HAMPSHIRE ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775506,6/21/16 8:55,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775507,6/21/16 9:00,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6811105,6/21/16 9:19,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R7718791,6/21/16 9:42,,MAGAZINE ST,PUTNAM AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6775510,6/22/16 8:05,,BEECH ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7715871,6/22/16 9:13,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7715872,6/22/16 9:25,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7715872,6/22/16 9:25,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7715873,6/22/16 9:30,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7715693,6/22/16 13:49,1414,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7120739,6/22/16 18:14,,SIDNEY ST,WAVERLY ST,85/11B,BICYCLE VIOLATION c85 S11B
R6588259,6/22/16 20:45,,ELLERY ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7369009,6/24/16 8:34,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775513,6/24/16 8:39,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369008,6/24/16 8:39,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775511,6/24/16 8:40,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775512,6/24/16 8:45,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775514,6/24/16 8:45,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369010,6/24/16 8:49,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775515,6/24/16 8:50,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775516,6/24/16 9:00,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R5510836,6/24/16 12:01,,MASSACHUSETTS AVE,PROSPECT ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369348,6/27/16 8:30,1414,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6775517,6/27/16 8:40,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R6775518,6/27/16 8:45,,MASSACHUSETTS AVE,ROSELAND ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369242,6/29/16 10:30,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R7369243,6/29/16 10:47,77,MASSACHUSETTS AVE,,85/11B,BICYCLE VIOLATION c85 S11B
R6859414,6/30/16 8:41,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6859415,6/30/16 8:41,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6775519,6/30/16 8:45,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R7718843,6/30/16 8:47,,INMAN ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6859416,6/30/16 8:48,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R6775520,6/30/16 8:50,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369107,6/30/16 8:55,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7369108,6/30/16 8:55,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7371121,6/30/16 8:55,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R6859417,6/30/16 9:00,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7371122,6/30/16 9:00,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R6859418,6/30/16 9:02,,ESSEX ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7371123,6/30/16 9:05,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R7371124,6/30/16 9:35,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R7371125,6/30/16 9:40,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369353,6/30/16 9:43,,MASSACHUSETTS AVE,SIDNEY ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369353,6/30/16 9:43,,MASSACHUSETTS AVE,SIDNEY ST,85/11B,BICYCLE VIOLATION c85 S11B
R  7371126,6/30/16 9:45,,EVERETT ST,OXFORD ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369355,6/30/16 10:05,50,BROADWAY,,85/11B,BICYCLE VIOLATION c85 S11B
R7369357,6/30/16 14:08,,HOLYOKE ST,MT AUBURN ST,85/11B,BICYCLE VIOLATION c85 S11B
R7369358,6/30/16 14:47,,LINDEN ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R7369358,6/30/16 14:47,,LINDEN ST,MASSACHUSETTS AVE,85/11B,BICYCLE VIOLATION c85 S11B
R0749395    ,1/6/11 12:57, ,EXETER PK           ,MASSACHUSETTS AVE       ,85/11B     ,BICYCLE VIOLATION c85 S11B            
R0749395    ,1/6/11 12:57, ,EXETER PK           ,MASSACHUSETTS AVE       ,85/11B     ,BICYCLE VIOLATION c85 S11B            
R2020161       ,6/12/12 18:00, ,MAGAZINE ST                   ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4258971       ,4/7/13 9:00, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596054       ,6/10/13 8:30, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596055       ,6/10/13 8:35, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596056       ,6/10/13 8:40, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596057]      ,6/10/13 8:45, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596058       ,6/10/13 8:55, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596059       ,6/10/13 9:00, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596060       ,6/10/13 9:05, ,BROADWAY                      ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772717       ,6/11/13 9:35, ,HAMPSHIRE ST                  ,PORTLAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772718       ,6/11/13 9:35, ,BROADWAY                      ,PORTLAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3531483       ,6/13/13 9:05, ,CAMBRIDGE ST                  ,FIRST ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3531484       ,6/13/13 9:15, ,CAMBRIDGE ST                  ,FIRST ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762441       ,6/17/13 14:45, ,AMES ST                       ,MAIN ST                       ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R0748901       ,6/17/13 21:16, ,CAMERON AVE                   ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533909       ,6/18/13 18:43, ,PEARL ST                      ,PUTNAM AVE                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533575       ,6/19/13 8:45, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533576       ,6/19/13 9:00,BROAD,HAMPSHIRE ST                  , ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533577       ,6/19/13 9:05, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533578       ,6/19/13 9:10, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533579       ,6/19/13 9:15, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3533580       ,6/19/13 9:15, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762362       ,6/19/13 17:49, ,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762362       ,6/19/13 17:49, ,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762467       ,6/25/13 9:05, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762466       ,6/25/13 13:07, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762464       ,6/25/13 13:08, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762465       ,6/25/13 13:13, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762463       ,6/25/13 13:15, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762462       ,6/25/13 13:18, ,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3531340       ,6/25/13 13:55, ,BEECH ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773169       ,6/26/13 12:42, ,MAIN ST                       ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773177       ,7/2/13 13:38, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773177       ,7/2/13 13:38, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773177       ,7/2/13 13:38, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596455       ,7/8/13 18:10, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596456       ,7/8/13 18:15, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596457       ,7/8/13 18:15, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596458       ,7/8/13 18:25, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772143       ,7/9/13 15:58, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596460       ,7/9/13 19:20, ,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596467       ,7/9/13 19:25, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772141       ,7/9/13 19:30, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772148       ,7/10/13 13:49, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772147       ,7/10/13 14:09, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596470       ,7/10/13 17:45,MASS ,SURREY ST                     , ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772145       ,7/10/13 17:48, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596473       ,7/10/13 18:15, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772149       ,7/10/13 18:25, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3083594       ,7/10/13 22:30, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3227761       ,7/18/13 12:30, ,MASSACHUSETTS AVE             ,WATERHOUSE ST                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772693       ,7/22/13 7:50, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596480       ,7/22/13 9:32, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772696       ,7/22/13 12:25, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596477       ,7/22/13 19:00, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596478       ,7/22/13 19:05, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772151       ,7/22/13 19:05, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596479       ,7/22/13 19:10, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772152       ,7/22/13 19:10, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772153       ,7/22/13 19:18, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772154       ,7/22/13 19:20, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773141       ,7/24/13 9:16, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4267007       ,9/11/13 13:54,425,MASSACHUSETTS AVE             , ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773146       ,7/29/13 10:26, ,BROADWAY                      ,PORTLAND ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3080929       ,7/29/13 13:50, ,MASSACHUSETTS AVE             ,WATERHOUSE ST                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773151       ,7/31/13 11:18, ,INMAN ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773154       ,7/31/13 12:22, ,PUTNAM AVE                    ,RIVER ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3773160       ,8/6/13 8:32, ,ABERDEEN AVE                  ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772155       ,8/7/13 20:30, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772156       ,8/7/13 20:33, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772157       ,8/7/13 20:35, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772158       ,8/7/13 20:40, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772159       ,8/7/13 20:50, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596161       ,8/7/13 21:00, ,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772160       ,8/7/13 21:00, ,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3080875       ,8/7/13 21:10, ,MASSACHUSETTS AVE             ,WESTERN AVE                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772009       ,8/10/13 14:35, ,MAGAZINE ST                   ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3222017       ,8/10/13 17:00, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772018       ,8/10/13 17:00, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772075       ,8/10/13 17:09, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772019       ,8/10/13 17:15, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762321       ,8/10/13 17:20, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772020       ,8/10/13 17:20, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772077       ,8/10/13 17:20, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772080       ,8/10/13 17:22, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772078       ,8/10/13 17:23, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772079       ,8/10/13 17:23, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3083569       ,8/10/13 17:30, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772102       ,8/10/13 17:35, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772103       ,8/10/13 17:40, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3083572       ,8/10/13 18:00, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3083573       ,8/10/13 18:10, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762324       ,8/10/13 18:14, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762326       ,8/10/13 18:16, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3083574       ,8/10/13 19:00, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772076       ,8/10/13 19:12, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772112       ,8/11/13 16:30, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772112       ,8/11/13 16:30, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772113       ,8/11/13 16:40, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4267045       ,8/12/13 8:32, ,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4267045       ,8/12/13 8:32, ,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4267045       ,8/12/13 8:32, ,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4267046       ,8/12/13 8:57, ,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772119       ,8/12/13 12:50, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772221       ,8/12/13 13:15, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772222       ,8/12/13 13:25, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772224       ,8/12/13 13:35, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772227       ,8/12/13 14:05, ,MASSACHUSETTS AVE             ,WESTERN AVE                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762329       ,8/12/13 16:18, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762330       ,8/12/13 16:21, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762331       ,8/12/13 16:21, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762332       ,8/12/13 16:22, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3762334       ,8/12/13 17:32, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596163       ,8/12/13 17:45, ,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772230       ,8/12/13 18:40, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3596166       ,8/12/13 18:50, ,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R3772231       ,8/12/13 18:50, ,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
